201	5790411.308	7501014.140	90.9562
202	5790403.669	7501034.251	85.1021
203	5790403.668	7501036.997	85.0893
204	5790397.857	7501044.807	84.9889
205	5790397.516	7501057.656	83.5205
206	5790402.422	7501060.033	83.4922
207	5790409.639	7501057.407	83.4979
208	5790405.985	7501078.853	83.5325
209	5790415.762	7501090.125	83.4879
210	5790404.894	7501091.519	83.4938
